"STATION","NAME","DATE","AWND","FMTM","PGTM","TAVG","TMAX","TMIN","WDF1","WDF2","WDF5","WDFG","WDFM","WSF1","WSF2","WSF5","WSFG","WSFM"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-06-11",,," 1500",,"73","48","  310",,,"  315",,"21.0",,,"26.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-06-12",,," 1424",,"70","52","  300",,,"  270",,"23.9",,,"25.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-06-13",,," 1706",,"67","51","  280",,,"  270",,"30.0",,,"40.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-06-14",,," 1542",,"66","51","  290",,,"  270",,"31.1",,,"40.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-06-15",,," 1706",,"64","51","  270",,,"  270",,"21.9",,,"34.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-06-16",,," 1842",,"63","52","  280",,,"  270",,"30.0",,,"39.1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-06-17",,," 1612",,"65","51","  300",,,"  270",,"25.9",,,"35.6",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-06-18",,," 1642",,"74","49","  270",,,"  270",,"17.9",,,"26.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-06-19",,," 1354",,"72","51","  300",,,"  315",,"21.9",,,"25.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-06-20",,," 1506",,"70","51","  280",,,"  270",,"19.9",,,"27.5",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-06-21",,," 1400",,"63","52","  290",,,"  270",,"23.0",,,"30.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-06-22",,," 1442",,"70","50","  310",,,"  315",,"23.9",,,"30.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-06-23",,," 1424",,"67","51","  300",,,"  315",,"23.9",,,"28.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-06-24",,," 1448",,"64","51","  280",,,"  270",,"21.0",,,"26.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-06-25",,," 1630",,"61","52","  270",,,"  270",,"21.0",,,"27.5",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-06-26",,," 1448",,"61","52","  290",,,"  270",,"21.0",,,"28.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-06-27",,," 1442",,"64","50","  300",,,"  315",,"23.0",,,"32.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-06-28",,," 2142",,"62","51","  280",,,"  270",,"23.9",,,"33.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-06-29",,," 2042",,"67","54","  290",,,"  270",,"29.1",,,"39.1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-06-30",,," 1948",,"68","52","  280",,,"  270",,"25.1",,,"32.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-01",,," 1736",,"74","53","  290",,,"  270",,"17.9",,,"30.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-02",,," 2006",,"71","52","  200",,,"  270",,"23.0",,,"27.5",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-03",,," 1730",,"65","53","  260",,,"  270",,"19.9",,,"27.5",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-04",,," 2118",,"69","55","  290",,,"  270",,"21.0",,,"26.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-05",,," 1730",,"68","55","  280",,,"  270",,"23.0",,,"34.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-06",,," 1248",,"70","55","  290",,,"  270",,"21.0",,,"26.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-07",,," 1818",,"72","53","  280",,,"  270",,"21.9",,,"30.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-08",,," 1536",,"73","56","  270",,,"  270",,"23.0",,,"31.1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-09",,," 1448",,"78","57","  230",,,"  225",,"16.1",,,"25.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-10",,," 1712",,"74","57","  280",,,"  270",,"21.9",,,"28.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-11",,," 1512",,"76","55","  280",,,"  270",,"23.9",,,"34.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-12",,," 1518",,"80","57","  290",,,"  270",,"23.0",,,"32.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-13",,," 1542",,"81","57","  300",,,"  315",,"23.9",,,"30.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-14",,," 1818",,"81","56","  200",,,"  180",,"10.1",,,"13.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-15",,," 1548",,"72","56","  310",,,"  315",,"21.9",,,"28.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-16",,," 1718",,"70","55","  310",,,"  315",,"23.9",,,"28.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-17",,," 1618",,"67","53","  310",,,"  315",,"23.9",,,"30.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-18",,," 1618",,"69","53","  320",,,"  315",,"23.9",,,"31.1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-19",,," 1624",,"73","53","  320",,,"  315",,"21.9",,,"24.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-20",,," 2048",,"79","54","  290",,,"  270",,"21.0",,,"24.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-21",,," 0306",,"70","57","  310",,,"  225",,"17.0",,,"24.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-22",,," 1542",,"70","56","  310",,,"  315",,"23.9",,,"27.5",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-23",,," 1606",,"77","55","  310",,,"  315",,"23.9",,,"27.5",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-24",,," 1718",,"82","54","  310",,,"  315",,"23.0",,,"26.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-25",,," 1642",,"70","53","  300",,,"  315",,"25.1",,,"31.1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-26",,," 1448",,"70","54","  260",,,"  270",,"21.0",,,"32.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-27",,," 1748",,"66","54","  280",,,"  270",,"21.0",,,"25.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-28",,," 1354",,"70","51","  300",,,"  315",,"21.9",,,"26.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-29",,," 1554",,"76","54","  300",,,"  315",,"25.1",,,"30.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-30",,," 1642",,"80","53","  310",,,"  315",,"21.9",,,"30.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-07-31",,," 1654",,"72","52","  310",,,"  315",,"25.1",,,"28.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-01",,," 1618",,"73","53","  310",,,"  315",,"23.0",,,"26.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-02",,," 1606",,"71","53","  310",,,"  315",,"21.9",,,"27.5",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-03",,," 1454",,"77","51","  210",,,"  180",,"14.1",,,"18.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-04",,," 1706",,"63","54","  280",,,"  270",,"21.0",,,"27.5",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-05",,," 1424",,"67","52","  310",,,"  315",,"23.0",,,"26.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-06",,," 1354",,"70","51","  310",,,"  315",,"23.0",,,"27.5",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-07",,," 1500",,"71","52","  310",,,"  315",,"23.0",,,"27.5",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-08",,," 1512",,"70","52","  310",,,"  315",,"21.9",,,"24.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-09",,," 1606",,"72","52","  310",,,"  315",,"25.1",,,"31.1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-10",,," 1436",,"71","53","  310",,,"  315",,"21.9",,,"25.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-11",,," 1848",,"73","53","  310",,,"  315",,"21.9",,,"32.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-12",,," 1330",,"65","53","  270",,,"  270",,"32.0",,,"46.1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-13",,," 0224",,"67","58","  270",,,"  270",,"23.9",,,"33.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-14",,," 1642",,"69","56","  280",,,"  270",,"23.0",,,"28.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-15",,," 1454",,"70","55","  290",,,"  270",,"21.0",,,"27.5",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-16",,," 1806",,"68","56","  290",,,"  270",,"23.0",,,"31.1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-17",,," 1618",,"71","54","  280",,,"  270",,"21.9",,,"30.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-18",,," 1554",,"70","54","  280",,,"  270",,"25.1",,,"34.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-19",,," 1612",,"71","59","  300",,,"  270",,"16.1",,,"21.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-20",,," 1436",,"75","59","  280",,,"  270",,"16.1",,,"25.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-21",,," 1700",,"74","59","  280",,,"  270",,"17.9",,,"23.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-22",,," 1800",,"74","60","  290",,,"  270",,"23.9",,,"27.5",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-23",,," 1730",,"73","59","  300",,,"  270",,"23.0",,,"32.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-24",,," 1730",,"72","59","  290",,,"  270",,"25.1",,,"32.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-25",,," 1512",,"70","59","  280",,,"  270",,"23.9",,,"32.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-26",,," 1818",,"73","60","  290",,,"  270",,"29.1",,,"40.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-27",,," 1618",,"73","59","  290",,,"  270",,"34.9",,,"41.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-28",,," 0118",,"77","60","  290",,,"  270",,"23.0",,,"30.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-29",,," 1154",,"71","59","  280",,,"  270",,"21.0",,,"28.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-30",,," 1748",,"74","61","  280",,,"  270",,"21.0",,,"23.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-08-31",,," 1918",,"80","56","  300",,,"  270",,"21.9",,,"31.1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-01",,," 1400",,"79","57","  230",,,"  225",,"14.1",,,"19.5",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-02",,," 1512",,"77","63","  300",,,"  315",,"19.9",,,"23.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-03",,," 1842",,"75","61","  300",,,"  270",,"21.9",,,"28.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-04",,," 1754",,"72","60","  290",,,"  270",,"23.9",,,"33.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-05",,," 1724",,"74","57","  290",,,"  270",,"23.0",,,"28.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-06",,," 1548",,"88","57","  300",,,"  315",,"21.0",,,"26.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-07",,," 0918",,"73","59","  290",,,"  270",,"23.0",,,"32.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-08",,," 1748",,"76","60","  280",,,"  270",,"25.9",,,"34.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-09",,," 1648",,"81","53","  290",,,"  270",,"23.0",,,"28.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-10",,," 1842",,"94","56","  290",,,"  270",,"19.9",,,"23.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-11",,," 1818",,"98","60","  310",,,"  315",,"16.1",,,"18.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-12",,," 1706",,"100","65","  300",,,"  315",,"17.9",,,"23.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-13",,," 1548",,"74","57","  300",,,"  315",,"25.1",,,"30.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-14",,," 1718",,"72","56","  310",,,"  315",,"23.9",,,"33.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-15",,," 1354",,"79","56","  310",,,"  315",,"25.9",,,"34.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-16",,," 1200",,"80","58","  320",,,"  315",,"21.9",,,"24.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-17",,," 1200",,"75","55","  250",,,"  225",,"17.0",,,"24.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-18",,," 1500",,"71","60","  300",,,"  315",,"17.9",,,"24.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-19",,," 1718",,"71","57","  300",,,"  270",,"21.9",,,"30.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-20",,," 1536",,"74","55","  310",,,"  315",,"23.9",,,"28.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-21",,," 1618",,"74","55","  320",,,"  315",,"21.0",,,"25.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-22",,," 1854",,"74","51","  290",,,"  270",,"8.9",,,"17.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-23",,," 1530",,"76","55","  320",,,"  315",,"21.0",,,"24.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-24",,," 1648",,"75","56","  230",,,"  225",,"25.1",,,"33.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-25",,," 1136",,"75","58","  290",,,"  225",,"14.1",,,"20.8",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-26",,," 1836",,"78","55","  300",,,"  315",,"19.9",,,"25.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-27",,," 1412",,"69","54","  310",,,"  315",,"23.9",,,"28.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-28",,," 1330",,"73","51","  300",,,"  315",,"21.9",,,"25.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-29",,," 1742",,"71","53","  300",,,"  315",,"21.0",,,"25.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-09-30",,," 1506",,"84","53","  300",,,"  315",,"21.0",,,"24.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-01",,," 1506",,"77","55","  310",,,"  315",,"21.0",,,"24.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-02",,," 1354",,"77","56","  290",,,"  315",,"16.1",,,"20.8",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-03",,," 1636",,"79","56","  310",,,"  315",,"21.0",,,"24.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-04",,," 1354",,"66","55","  300",,,"  315",,"19.9",,,"25.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-05",,," 1412",,"66","57","  290",,,"  315",,"21.0",,,"26.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-06",,," 1800",,"68","58","  260",,,"  270",,"23.0",,,"28.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-07",,," 1718",,"67","59","  260",,,"  270",,"17.0",,,"21.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-08",,," 1500",,"69","57","  280",,,"  315",,"15.0",,,"21.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-09",,," 1612",,"75","55","  310",,,"  315",,"14.1",,,"16.1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-10",,," 1424",,"75","54","  300",,,"  315",,"17.0",,,"23.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-11",,," 1636",,"70","57","  300",,,"  270",,"17.9",,,"21.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-12",,," 1500",,"74","57","  310",,,"  315",,"14.1",,,"21.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-13",,," 1542",,"75","63","  220",,,"  225",,"16.1",,,"24.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-14",,," 1306",,"77","62","  200",,,"  270",,"16.1",,,"21.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-15",,," 1318",,"73","61","  310",,,"  315",,"14.1",,,"19.5",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-16",,," 1736",,"70","58","  290",,,"  270",,"21.9",,,"27.5",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-17",,," 1548",,"68","53","  280",,,"  270",,"23.0",,,"28.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-18",,," 2006",,"67","57","  260",,,"  225",,"16.1",,,"27.5",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-19",,," 0400",,"69","57","  220",,,"  270",,"17.0",,,"32.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-20",,," 1424",,"67","50","  290",,,"  270",,"25.1",,,"36.7",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-21",,," 1530",,"67","48","  290",,,"  270",,"13.0",,,"15.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-22",,," 1142",,"71","48","  190",,,"  180",,"14.1",,,"20.8",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-23",,," 1906",,"72","55","  310",,,"  315",,"8.9",,,"11.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-24",,," 2306",,"70","51","  130",,,"  180",,"19.9",,,"31.1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-25",,," 0206",,"67","57","  170",,,"  180",,"31.1",,,"38.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-26",,," 1630",,"68","51","  290",,,"  270",,"17.0",,,"21.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-27",,," 2012",,"69","50","  290",,,"  270",,"21.0",,,"25.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-28",,," 1442",,"66","53","  300",,,"  315",,"25.9",,,"36.7",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-29",,," 1630",,"69","52","  290",,,"  315",,"17.9",,,"25.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-30",,," 1700",,"65","47","  290",,,"  315",,"21.9",,,"26.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-10-31",,," 1924",,"64","52","  300",,,"  270",,"17.9",,,"23.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-01",,," 1248",,"63","47","  290",,,"  315",,"14.1",,,"18.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-02",,," 1718",,"63","46","  190",,,"  180",,"8.9",,,"13.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-03",,," 1954",,"60","54","  250",,,"  270",,"19.9",,,"26.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-04",,," 1354",,"64","51","  210",,,"  225",,"14.1",,,"18.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-05",,," 1506",,"64","46","   90",,,"   90",,"10.1",,,"13.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-06",,," 1206",,"68","50","  190",,,"  180",,"21.0",,,"27.5",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-07",,," 2354",,"62","51","  120",,,"   90",,"16.1",,,"20.8",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-08",,," 0000",,"65","47","  300",,,"  135",,"12.1",,,"18.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-09",,," 2018",,"63","48","  290",,,"  270",,"14.1",,,"15.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-10",,," 2112",,"61","46","  310",,,"  315",,"13.0",,,"15.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-11",,," 0612",,"63","48","  300",,,"  180",,"8.9",,,"13.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-12",,," 2012",,"64","45","   70",,,"   90",,"8.1",,,"11.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-13",,," 0636",,"67","44","  190",,,"  180",,"6.9",,,"10.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-14",,," 1606",,"68","44","  310",,,"  315",,"10.1",,,"13.9",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-15",,," 1836",,"64","49","   40",,,"  180",,"6.9",,,"10.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-16",,," 1600",,"63","55","  260",,,"  225",,"17.0",,,"25.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-17",,," 1506",,"62","52","  290",,,"  315",,"21.0",,,"27.5",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-18",,," 1706",,"60","47","  310",,,"  315",,"17.9",,,"23.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-19",,," 1000",,"60","41","  360",,,"  360",,"13.0",,,"17.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-20",,," 0630",,"59","41","   90",,,"   90",,"15.0",,,"20.8",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-21",,," 0848",,"55","36","  140",,,"  135",,"10.1",,,"11.4",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-22",,," 1724",,"58","45","  140",,,"  180",,"17.0",,,"23.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-23",,," 0530",,"57","47","   50",,,"   90",,"12.1",,,"15.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-24",,," 1306",,"63","49","  280",,,"  225",,"16.1",,,"23.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-25",,," 1742",,"62","43","  200",,,"  225",,"21.0",,,"30.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-26",,," 0142",,"56","42","  280",,,"  270",,"13.0",,,"16.1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-27",,," 1736",,"58","40","  110",,,"   45",,"14.1",,,"17.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-28",,," 0942",,"63","42","  140",,,"  135",,"8.1",,,"12.8",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-29",,," 1724",,"64","43","  300",,,"  270",,"8.9",,,"10.3",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-11-30",,," 1800",,"63","42","  290",,,"  270",,"16.1",,,"23.0",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-12-01",,," 1930",,"57","44","   90",,,"  135",,"6.9",,,"9.2",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-12-02",,," 2242",,"60","46","  350",,,"  180",,"6.9",,,"8.1",
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","1979-12-03",,," 1530",,"64","43","   20",,,"  360",,"6.9",,,"11.4",
